UID,Title,Authors,Year,Venue,DOI,Abstract,Keywords,Document_Type,Scopus,ScienceDirect,Elicit,Query_Hits,Master_ID,Document_Class,Stock_Domain,Eligible_Target,AI_ML_DL,Empirical_Evaluation,Strong_Stock_Target_Context,Adjacent_Target_Context,NonStock_Domain_Context,Direct_Core_Evidence,Strategic_Theme_Count,Relevance_Score,Working_Relevance_Tier,Research_Use,Elicit_Priority,Gap_Dimensions_Evidenced,Stock_Evidence,Target_Evidence,AI_Evidence,Empirical_Evidence,Stock_Target_Sentence_Evidence,Adjacent_Evidence,NonStock_Evidence,Historical_Data,Technical_Indicators,Fundamental_Data,Financial_News,Social_Media,Sentiment,FinBERT_BERT_RoBERTa,LLM_FinGPT,Multimodal,Fusion,Transformer_Attention,LSTM_GRU,Optimization,Metaheuristic,XAI,Temporal_Validation,Indian_Market,Multi_Stock,Historical_Data_Evidence,Technical_Indicators_Evidence,Fundamental_Data_Evidence,Financial_News_Evidence,Social_Media_Evidence,Sentiment_Evidence,FinBERT_BERT_RoBERTa_Evidence,LLM_FinGPT_Evidence,Multimodal_Evidence,Fusion_Evidence,Transformer_Attention_Evidence,LSTM_GRU_Evidence,Optimization_Evidence,Metaheuristic_Evidence,XAI_Evidence,Temporal_Validation_Evidence,Indian_Market_Evidence,Multi_Stock_Evidence
title:from trends to transitions arima powered by hidden markov regimes for adaptive forecasting,From Trends to Transitions: ARIMA Powered by Hidden Markov Regimes for Adaptive Forecasting,Member J.B.; Praharaj B.; Kavate D.,2025,IAENG International Journal of Applied Mathematics,,"This research proposes an Adaptive ARIMA-HMM framework for regime-sensitive forecasting, demonstrated on the Indian Sensex index. The approach combines ARIMA's linear forecasting with Hidden Markov Models (HMM). HMM is used on the residuals of ARIMA to identify hidden market regimes. Using smoothed regime probabilities, the framework adjusts equity exposure dynamically. The exposure can range from full investment to partial or even zero. This enables quick adaptation to changing market conditions. The Adaptive ARIMA-HMM model achieved a total return of 3040.88%, an annualized return of 40.44%, a Sharpe ratio of 4.63, and a maximum drawdown of -19.62%. This performance surpasses standalone ARIMA (17.12%), ARIMA-LSTM (134.09%), and static hybrid models (-26.65%). Sensitivity analysis indicates that a three-regime configuration provides the most favorable trade-off between risk and return. Although the method improves interpretability and regime responsiveness compared to deep learning approaches, its dependence on complete historical data and the omission of transaction costs may limit practical application. However, Adaptive ARIMA-HMM presents a compelling alternative to conventional and neural forecasting methods, especially in volatile emerging markets with sparse or noisy macroeconomic signals. © (2025), (International Association of Engineers). All rights reserved.",ARIMA; Hidden Markov Model; Indian Stock Market; Quantitative Finance; Regime-Switching; S&P BSE Sensex; Autoregressive moving average model; Commerce; Deep learning; Economic and social effects; Electronic trading; Financial markets; Forecasting; Investments; Profitability; Risk assessment; Risk management; Sales; Sensitivity analysis; Trellis codes; Adaptive forecasting; ARIMA; Hidden markov; Hidden-Markov models; Indian stock market; Market condition; Modelling framework; Quantitative finance; Regime switching; S&P BSE sensex; Hidden Markov models,Article,Yes,No,No,SC01; SC05,M-2781,Primary/Other,Yes,Unclear,Yes,Unclear,Yes,No,,No,3,15,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Technical_Indicators; XAI; Indian_Market,sensex; stock market,,deep learning; hybrid models; lstm,,"This research proposes an Adaptive ARIMA-HMM framework for regime-sensitive forecasting, demonstrated on the Indian Sensex index.",,,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Yes,Unclear,,moving average,,,,,,,,,,lstm,,,interpretability,,bse; indian stock; sensex,
doi:10.1016/j.apenergy.2026.127728,Energy transition and geopolitical risk in clean and fossil energy with multiscale time-varying connectedness and deep learning forecasts,Melike Aktaş Bozkurt,2026,Applied Energy,10.1016/j.apenergy.2026.127728,"Energy transition policies and geopolitical supply disruptions increasingly challenge energy-system affordability, security, and energy-market stability, creating a need for operational, horizon-specific transition-risk monitoring. This paper develops an applied, AI-enabled framework to monitor and forecast multiscale spillovers between clean and fossil energy exchange-traded funds (ETFs) and key energy-macro drivers. This study presents the first integrated and systematic analysis of connectedness dynamics between clean and fossil energy clusters using a unified multiscale connectedness and forecasting framework. Using daily data from 2014 to 2025, we build equal-weighted clean- and fossil-ETF composites and include EU ETS carbon futures, Brent crude, the CBOE Volatility Index, the Oil Volatility Index, the S&P 500, and gold. Synchrosqueezed continuous wavelet transforms provide regime-dependent time–frequency diagnostics and identify dominant cycle lengths that motivate short-, medium-, and long-run horizon bands. We then apply the maximal overlap discrete wavelet transform to decompose returns by horizon and to estimate frequency-specific connectedness using a time-varying parameter vector autoregression, producing total connectedness indices and clean, fossil-net connectedness measures. Finally, we forecast each connectedness index using deep learning models (NBEATSx, Temporal Fusion Transformer, temporal convolutional networks, and TimesNet) under rolling evaluation and quantify macro-driver relevance with permutation feature importance. Spillovers are structurally high, spike at short horizons during COVID-19, and become more persistent at medium–long horizons during the Russia-Ukraine and Middle East conflict regimes. Fossil ETFs act as long-run net transmitters, whereas clean ETFs transmit mainly at short/medium horizons under heightened uncertainty. The proposed indicators provide deployable, horizon-specific early-warning inputs for energy-market surveillance, utility hedging and procurement, and transition policy design toward Net Zero and SDG 7.","Connectedness, Spillovers, Wavelets, Forecasting, Geopolitics, Transition-risk",Article,No,Yes,No,SD01; SD05,M-0436,Primary/Other,Yes,Unclear,Yes,Yes,No,No,,No,3,14,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Fusion; Transformer_Attention; XAI,s&p 500,,convolutional; deep learning; transformer,evaluation,,,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,,,,,,,,,,fusion,temporal fusion transformer; transformer,,,,feature importance,,,
doi:10.3905/jfds.2026.014,"Information, Security Selection, Portfolio Construction, and Active Equity Management","Guerard J.B., Jr.; Blay K.A.; Mo S.Y.K.; Hoang H.; Chen J.",2026,Journal of Financial Data Science,10.3905/jfds.2026.014,"This article revisits the roles of information, security selection, and portfolio construction in active equity management within a Markowitz mean–variance framework. Using data from 2004 to 2024 across US and global equity markets, the study evaluates regression-based composite models that integrate valuation metrics, earnings forecasts, revisions, breadth, and momentum. Robust estimation methods, including weighted latent root regression (WLRR) and least angle regression (LAR), show that earnings-related variables, particularly composite forecast measures, consistently generate statistically significant return signals. Long-standing enhanced multifactor models deliver higher information coefficients and forecast efficacy than traditional valuation-only approaches. When implemented within mean–variance optimization, these models produce economically meaningful excess returns in MSCI ACWI and Emerging Markets portfolios, even after accounting for transaction costs and data-mining adjustments. Results further indicate that portfolio construction materially amplifies security selection skill, particularly with higher tracking error and active weights. The article also explores the possibility of improving forecasting results using alternative high-dimensional and machine learning methods and finds that robust regression approaches (WLRR and LAR) deliver the highest out-of-sample information coefficients. These findings, along with related published research, support the notion that disciplined, interpretable methods remained highly competitive tools for equity forecasting during much of the past 30 years. Finally, the analysis shows that expanding the investment universe to include a more comprehensive set of global stocks with earnings forecasts improves Sharpe and information ratios, underscoring the benefits of broad, information-rich opportunity sets and robust statistical modeling in active management. © 2026, With intelligence. All rights reserved.",,Article,Yes,No,No,SC01,M-2560,Primary/Other,Yes,Unclear,Yes,Unclear,No,No,,No,3,14,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Fundamental_Data; XAI; Temporal_Validation,equity markets,,machine learning,,,,,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,,,earnings,,,,,,,,,,,,interpretable,out-of-sample,,
doi:10.1016/j.ssaho.2025.102256,"The capital asset pricing model (CAPM) after 60 years: Key insights, unresolved issues, and future directions",Paseda O.; Obademi O.; Okanya O.; Oladimeji J.A.; Ansa J.,2026,Social Sciences and Humanities Open,10.1016/j.ssaho.2025.102256,"This study offers a comprehensive re-evaluation of the Capital Asset Pricing Model (CAPM) and its multifactor extensions across five major African equity markets—Nigeria, South Africa, Kenya, Egypt, and the BRVM—over the period 2000–2024. Using OLS, Fama–MacBeth, and GMM estimation techniques, we assess the empirical validity and cross-market performance of the CAPM, Fama–French 3-, 5-, and 6-Factor models, Carhart 4-Factor model, Liquidity-Adjusted CAPM, and Consumption CAPM. While the CAPM beta remains statistically significant across all markets, its explanatory power is limited, particularly in less liquid and less integrated markets. Multi-factor models consistently outperform the CAPM, with the Fama–French 5- and 6-Factor models demonstrating superior adjusted R2 and pricing accuracy. Liquidity and consumption factors yield mixed results, while behavioural and sentiment-augmented models offer marginal improvements. Machine learning approaches deliver the highest predictive accuracy but raise interpretability concerns. The novelty of this study lies in its unified empirical framework, which integrates traditional, behavioural, and machine learning models across a harmonized multi-country dataset. It is the first to systematically test the stability and contextual relevance of global asset pricing models in African markets using a 25-year panel. The findings underscore the partial portability of global models and the need for context-sensitive adaptations. This study contributes to the literature by providing robust cross-market evidence, advancing methodological pluralism, and offering actionable insights for policymakers, investors, and researchers seeking to enhance asset pricing in emerging and frontier markets. © 2025 The Authors.",Asset pricing; Behavioural finance; CAPM; Investor behavior; Machine learning; Market anomalies; Multi-factor asset pricing models,Article,Yes,No,No,SC01,M-1454,Primary/Other,Yes,Unclear,Yes,Yes,No,No,,No,3,14,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Sentiment; XAI; Multi_Stock,equity markets,,machine learning,accuracy; dataset; evaluation; outperform; r2,,,,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,,,,,,sentiment,,,,,,,,,interpretability,,,cross-market
doi:10.1002/cpe.70386,KAN-LSTM: A New LSTM Structure for the Prediction of the Stock Market,Zhu C.; Zhu W.; Liu J.; Tang Y.; Liu X.,2025,Concurrency and Computation: Practice and Experience,10.1002/cpe.70386,"Accurate stock market prediction is crucial for investors to formulate correct investment strategies. However, the non-linearity, high dimensionality, and volatility of financial data pose significant challenges to existing stock market prediction models. To effectively address the complex datasets faced by stock market prediction, this paper proposes a new and more efficient deep learning hybrid model, KAN-LSTM, based on the LSTM (long short-term memory) and integrating the KAN (Kolmogorov–Arnold network). The hybrid architecture improves the learning process by replacing the original MLP (multi-layer perceptron) with the KAN, overcoming the limitations of poor interpretability and fixed activation functions in LSTM. Prediction experiments conducted on multidimensional financial data in the stock market show that the KAN-LSTM hybrid model outperforms the original LSTM in all evaluation metrics, demonstrating superior performance and more efficient prediction capabilities. Specifically, the MAE (mean absolute error) decreased by 2.43%, the RMSE (root mean squared error) decreased by 1.92%, the MAPE (mean absolute percentage error) decreased by 2.2%, and the (Formula presented.) increased by 19.08%. © 2025 John Wiley & Sons Ltd.",deep learning; KAN; KAN-LSTM; LSTM; MLP; Commerce; Complex networks; Electronic trading; Errors; Forecasting; Investments; Learning systems; Long short-term memory; Mean square error; Memory architecture; Prediction models; Deep learning; Financial data; Kolmogorov; Kolmogorov–arnold network; Kolmogorov–arnold network-long short-term memory; Multilayers perceptrons; Short term memory; Stock market prediction; Financial markets,Article,Yes,No,No,SC01; SC05,M-0002,Primary/Other,Yes,Unclear,Yes,Yes,Yes,No,,No,1,14,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,XAI,stock market,,deep learning; hybrid model; lstm; mlp,datasets; evaluation; experiments; mae; mape; outperforms; rmse,"KAN-LSTM: A New LSTM Structure for the Prediction of the Stock Market || Accurate stock market prediction is crucial for investors to formulate correct investment strategies. || However, the non-linearity, high dimensionality, and volatility of financial data pose significant challenges to existing stock market prediction models. || To effectively address the complex datasets faced by stock market prediction, this paper proposes a new and more efficient deep learning hybrid model, KAN-LSTM, based on the LSTM (long short-term memory) and integrating the KAN (Kolmogorov–Arnold network). || Prediction experiments conducted on multidimensional financial data in the stock market show that the KAN-LSTM hybrid model outperforms the original LSTM in all evaluation metrics, demonstrating superior performance and more efficient prediction capabilities.",,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,,,,,,,,,,,,long short-term memory; lstm,,,interpretability,,,
doi:10.1109/tnnls.2025.3584369,Long Short-Term Financial Time Series Forecasting Based on Residual Multiscale TCN Sparse Expert Network and Informer,Bao W.; Cao Y.; Yang Y.; Wen S.,2025,IEEE Transactions on Neural Networks and Learning Systems,10.1109/tnnls.2025.3584369,"Due to the inherent high volatility and complexity of financial markets, traditional time series forecasting models face numerous challenges in handling both short- and long-term predictions in the stock market. Most traditional neural network-based financial prediction models are limited to short-term forecasting and struggle to capture long-term trends and global dependencies in the market fully. To address this, we propose a novel network architecture called ResMMoT-Informer. This model combines the strengths of the residual multiscale temporal convolutional network (TCN) sparse expert network (ResMMoT) and the Informer, enabling it to effectively capture multiscale local features and global dependencies in the stock market. ResMMoT achieves stable training through a residual structure and a sparse multiscale TCN expert network, allowing it to flexibly model complex temporal features and learn trends across different time-step scales. Meanwhile, the Informer optimizes long-sequence forecasting performance through an improved self-attention mechanism. Additionally, we introduce the wavelet noise reduction (WNR) method, further enhancing the model's robustness and prediction accuracy. In the experimental section, ablation experiments first validate the effectiveness and necessity of the proposed strategies and network structure. Subsequent comparison experiments on the NASDAQ100 dataset demonstrate that ResMMoT-Informer excels in both long- and short-term time series forecasting tasks in the stock market, with significantly better prediction accuracy and generalization ability than existing models. Compared to other popular neural network-based financial forecasting models, ResMMoT-Informer leads in prediction accuracy, time robustness, and interpretability, showcasing its cutting-edge advantage in contemporary research.  © 2025 IEEE.",Deep learning; financial time series forecasting; informer; mixture of experts (MoE); neural network; temporal convolutional network (TCN); Commerce; Complex networks; Convolution; Electronic trading; Financial markets; Forecasting; Network architecture; Noise abatement; Prediction models; Time series; Convolutional networks; Deep learning; Expert networks; Financial time series forecasting; Informer; Mixture of expert; Mixture of experts; Neural-networks; Prediction accuracy; Temporal convolutional network; article; financial market; forecasting; human; nerve cell network; noise reduction; prediction; predictive model; stock market; time series analysis; volatilization; Neural networks,Article,Yes,No,No,SC01; SC05,M-1819,Primary/Other,Yes,Unclear,Yes,Yes,Yes,No,,No,2,14,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Transformer_Attention; XAI,stock market,,attention; convolutional; deep learning; neural network; neural networks; tcn,accuracy; comparison; dataset; experimental; experiments; training,"Due to the inherent high volatility and complexity of financial markets, traditional time series forecasting models face numerous challenges in handling both short- and long-term predictions in the stock market. || Subsequent comparison experiments on the NASDAQ100 dataset demonstrate that ResMMoT-Informer excels in both long- and short-term time series forecasting tasks in the stock market, with significantly better prediction accuracy and generalization ability than existing models.",,,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,time series,,,,,,,,,,attention mechanism; informer; self-attention,,,,interpretability,,,
doi:10.1504/ijict.2026.10079679,Deep learning-based time series simulation and forecasting of stock market risks,Ding T.; Zhu W.,2026,International Journal of Information and Communication Technology,10.1504/ijict.2026.10079679,"The dynamic evolution and nonlinear characteristics of stock market risks pose significant challenges to traditional forecasting methods. To overcome the limitations of point forecasting, this paper introduces risk simulator – a deep learning framework integrating temporal encoding, state transition mechanisms, and multi-task learning to achieve temporal simulation and multi-step prediction of risk states. By explicitly modelling the evolutionary paths of risk levels, this model enhances interpretability and prediction accuracy. Experiments on four public datasets, including the standard and poor's 500 and China securities index 300, demonstrate that risk simulator achieves an area under the curve of 0.831 – a 3.2 improvement over the state-of-the-art benchmark risk-aware temporal network – and a prediction accuracy of 0.779, representing a 2.3 relative gain. This research provides a new simulation-based tool for quantitative risk management, validating the effectiveness of multi-task learning and state evolution mechanisms in financial time series modelling. Copyright © The Author(s) 2026. Published by Inderscience Publishers Ltd. This is an Open Access Article distributed under the CC BY license. (http://creativecommons.org/licenses/by/4.0/)",deep learning; stock market risk; time-series simulation; Commerce; Copyrights; Electronic trading; Financial markets; Forecasting; Learning systems; Multi-task learning; Risk assessment; Risk management; Time series; Deep learning; Dynamic evolution; Dynamic non-linear; Evolution characteristics; Market risks; Multitask learning; Prediction accuracy; Stock market risk; Time series forecasting; Time-series simulation; Deep learning,Article,Yes,No,No,SC01; SC05,M-2095,Primary/Other,Yes,Unclear,Yes,Yes,Yes,No,,No,1,13,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,XAI,stock market,,deep learning,accuracy; benchmark; datasets; experiments,Deep learning-based time series simulation and forecasting of stock market risks || The dynamic evolution and nonlinear characteristics of stock market risks pose significant challenges to traditional forecasting methods.,,,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,time series,,,,,,,,,,,,,,interpretability,,,
doi:10.1016/j.renene.2025.124296,Predicting renewable energy stock volatility: A GARCH-CNN approach with indicator analysis,Kim S.; An J.; Yang J.-S.,2026,Renewable Energy,10.1016/j.renene.2025.124296,"The renewable energy (RE) stock market is experiencing rapid growth, driven by environmentally conscious investors seeking to support a greener future while pursuing profitable opportunities. This study aims to forecast RE stock volatility, which is critical for managing risks in the RE stock market. We employ a Convolutional Neural Network (CNN) model combined with Generalized Autoregressive Conditional Heteroscedasticity (GARCH) forecasts to predict RE stock volatility. Three groups of indicators – internal stock, financial market, and policy uncertainty – are incorporated as additional inputs. The results demonstrate that integrating internal stock and financial market indicators significantly reduces prediction errors compared to the traditional GARCH model. Conversely, models incorporating the policy uncertainty indicator produce higher errors, suggesting that these indicators may introduce noise. SHapely Additive exPlanations (SHAP) analysis identifies the internal stock indicator, particularly the squared log returns of RE stocks, as a dominant factor, with the financial market indicator serving as a complementary factor. By integrating deep learning with econometric models, this study enhances the prediction of RE stock volatility and underscores the importance of selecting appropriate indicators. The findings provide valuable insights for investors and policymakers seeking to better understand and manage RE investment risks, highlighting the key drivers of RE stock volatility. © 2025 Elsevier Ltd",CNN; GARCH; Renewable energy; Risk management; Stock volatility; Commerce; Economic analysis; Electronic trading; Financial markets; Forecasting; Investments; Neural networks; Renewable energy; Risk assessment; Convolutional neural network; Generalized autoregressive conditional heteroscedasticity; Neural network model; Prediction errors; Rapid growth; Renewable energies; Risks management; Stock volatility; Uncertainty; Uncertainty indicator; alternative energy; artificial neural network; econometrics; environmental indicator; financial market; prediction; risk assessment; stock market; Risk management,Article,Yes,Yes,No,SC01; SC05; SD01; SD05,M-1394,Primary/Other,Yes,Unclear,Yes,Yes,Yes,No,,No,1,13,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,XAI,stock market,,artificial neural network; cnn; convolutional; deep learning; neural network; neural networks,results demonstrate,"The renewable energy (RE) stock market is experiencing rapid growth, driven by environmentally conscious investors seeking to support a greener future while pursuing profitable opportunities. || This study aims to forecast RE stock volatility, which is critical for managing risks in the RE stock market.",,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,,,,,,,,,,,,,,,shap,,,
doi:10.3390/forecast8040075,Regime-Dependent Sectoral Information Transmission in S&P 500 Forecasting,Vancsura L.; Tatay T.; Zakár T.,2026,Forecasting,10.3390/forecast8040075,"Understanding which segments of the economy drive aggregate stock market movements is central to risk management. This study traces how the economic drivers of the Standard & Poor’s 500 Index (S&P 500) changed across two episodes: the 2020 COVID-19 shock and the 2025 technology-led period, using eleven sector indices and nine deep learning architectures. During COVID-19, forecasting power concentrated in Consumer Discretionary, Health Care, and Industrials before reorganizing sharply around Information Technology, consistent with a disruptive break. In 2025, Information Technology and market momentum dominated throughout, with no comparable reorganization, consistent with a gradual adjustment rather than a disruptive shift. This distinction, invisible from accuracy metrics alone (Gated Recurrent Unit: Mean Absolute Percentage Error = 3.41% and 2.16%), shows that information-concentration diagnostics can complement forecast-accuracy and risk-monitoring frameworks. © 2026 by the authors.",deep learning; explainable AI; feature importance; financial markets; forecasting; regime dependence; S&P 500; sector indices; structural breaks,Article,Yes,No,No,SC01; SC05,M-2415,Primary/Other,Yes,Unclear,Yes,Yes,Yes,No,,No,1,13,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,XAI,s&p 500; stock market,,deep learning,accuracy,Regime-Dependent Sectoral Information Transmission in S&P 500 Forecasting,,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,,,,,,,,,,,,,,,explainable; feature importance,,,
doi:10.1007/s10614-025-10852-0,Comprehensive Stock Market Insight: Bayesian Networks for Multi-output Forecasting,Ben Mrad A.; Hnich B.; Lahiani A.; Mefteh-Wali S.,2025,Computational Economics,10.1007/s10614-025-10852-0,"This paper presents a solution to the challenge of predicting multiple potential outcome variables for stock market evolution using Bayesian Networks. We develop three models based on Bayesian networks and analyze their performance using seven criteria: Model Building, Model Complexity, Flexibility/Generality, Interpretability, Ease of Deployment, Extensibility, and ease of Development. The experiments employ daily data concerning stock market indices from three regions (G7, BRICS, Gulf Cooperation Countries), two commodities prices (WTI, Gold), VIX index, and cryptocurrency prices (Bitcoin, Ethereum, Dash, Monero, Ripple). The proposed holistic Bayesian network model outperforms the competing Bayesian networks models, and the results show that it allows predicting either one output variable given a set of inputs or a set of output variables given a set of input variables, making it important for financial analysts, investors and traders. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025.",Bayesian networks; Decision support systems; Financial analysis; Machine learning; Multi output prediction; Portfolio management; Stock market prediction,Article,Yes,No,No,SC05,M-0176,Primary/Other,Yes,Unclear,Yes,Yes,Yes,No,Crypto,No,1,13,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,XAI,market indices; stock market,,machine learning,experiments; outperforms; results show,Comprehensive Stock Market Insight: Bayesian Networks for Multi-output Forecasting,,bitcoin; cryptocurrency; ethereum,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,,,,,,,,,,,,,,,interpretability,,,
doi:10.52436/1.jutif.2025.6.4.5205,GWO-Enhanced Hybrid Deep Learning with SHAP for Explainable TLKM.JK Stock Forecasting,Hilmi Aziz Bukhori and S. Bukhori and S. Anam and Feby Indriana Yusuf and Meylita Sari,2025,Jurnal Teknik Informatika (Jutif),10.52436/1.jutif.2025.6.4.5205,,,Misc,No,No,Yes,EL06,M-2634,Primary/Other,Yes,Unclear,Yes,Unclear,Yes,No,,No,2,13,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Metaheuristic; XAI,stock forecasting,,deep learning,,GWO-Enhanced Hybrid Deep Learning with SHAP for Explainable TLKM.JK Stock Forecasting,,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,,,,,,,,,,,,,,gwo,explainable; shap,,,
doi:10.3390/app15126893,Integrating Financial Knowledge for Explainable Stock Market Sentiment Analysis via Query-Guided Attention,Hong C.; He Q.,2025,Applied Sciences (Switzerland),10.3390/app15126893,"Sentiment analysis is widely applied in the financial domain. However, financial documents, particularly those concerning the stock market, often contain complex and often ambiguous information, and their conclusions frequently deviate from actual market fluctuations. Thus, in comparison to sentiment polarity, financial analysts are primarily concerned with understanding the underlying rationale behind an article’s judgment. Therefore, providing an explainable foundation in a document classification model has become a critical focus in the financial sentiment analysis field. In this study, we propose a novel approach integrating financial domain knowledge within a hierarchical BERT-GRU model via a Query-Guided Dual Attention (QGDA) mechanism. Driven by domain-specific queries derived from securities knowledge, QGDA directs attention to text segments relevant to financial concepts, offering interpretable concept-level explanations for sentiment predictions and revealing the ’why’ behind a judgment. Crucially, this explainability is validated by designing diverse query categories. Utilizing attention weights to identify dominant query categories for each document, a case study demonstrates that predictions guided by these dominant categories exhibit statistically significant higher consistency with actual stock market fluctuations (p-value = 0.0368). This approach not only confirms the utility of the provided explanations but also identifies which conceptual drivers are more indicative of market movements. While prioritizing interpretability, the proposed model also achieves a 2.3% F1 score improvement over baselines, uniquely offering both competitive performance and structured, domain-specific explainability. This provides a valuable tool for analysts seeking deeper and more transparent insights into market-related texts. © 2025 by the authors.",explainable artificial intelligence (XAI); financial domain knowledge; financial sentiment analysis; query-guided dual attention; stock market prediction; Classification (of information); Commerce; Competition; Domain Knowledge; Electronic trading; Forecasting; Information retrieval; Information retrieval systems; Query processing; Sentiment analysis; Domain knowledge; Domain specific; Explainable artificial intelligence (XAI); Financial domain knowledge; Financial domains; Financial sentiment analyze; Market fluctuations; Query-guided dual attention; Sentiment analysis; Stock market prediction; Financial markets,Article,Yes,No,No,SC01; SC05,M-2342,Primary/Other,Yes,Unclear,Yes,Yes,No,Yes,,No,3,13,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Sentiment; FinBERT_BERT_RoBERTa; XAI,stock market,,artificial intelligence; attention; bert; gru,comparison; f1,,market sentiment; sentiment analysis,,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,,,,,,polarity; sentiment,bert,,,,,gru,,,explainability; explainable; interpretability; interpretable; xai,,,
doi:10.1016/j.fraope.2025.100359,LLM-guided semantic feature selection for interpretable financial market forecasting in low-resource financial markets,Ouyang Mutian and J. Joshua Thomas and Yu Tianzhou and Ugo Fiore,2025,Franklin Open,10.1016/j.fraope.2025.100359,"Feature selection is critical for accurate and interpretable financial forecasting, particularly in data-scarce environments. This study introduces a semantic feature selection framework empowered by GPT-4, which ranks financial indicators through prompt engineering and retrieval-augmented descriptions. Using weekly macro-financial data from the Malaysian equity market, including the FTSE Bursa Malaysia KLCI index obtained via the yfinance API, the proposed method is integrated with XGBoost and evaluated against multiple baselines. Results show that the LLM-based approach achieves the best forecasting accuracy, with RMSE = 12.82, MSE = 164.38, and R2 = 0.75, consistently outperforming alternatives across different feature sizes and time windows. These findings highlight the effectiveness of semantic feature selection in improving predictive accuracy, robustness, and interpretability, offering a promising direction for financial forecasting in low-resource settings.","Large language models, Semantic feature selection, Financial forecasting, Time series, Data-centric AI",Article,No,Yes,No,SD01,M-0857,Primary/Other,Yes,Unclear,Yes,Yes,No,No,,No,2,13,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,LLM_FinGPT; XAI,equity market; ftse,,large language models; llm; xgboost,accuracy; evaluated; mse; r2; results show; rmse,,,,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,time series,,,,,,,gpt-4; large language models; llm,,,,,,,interpretability; interpretable,,,
