Master_ID,Title,Year,Venue,DOI,Working_Relevance_Tier,Relevance_Score,Elicit_Priority,Eligible_Target,Historical_Data,Technical_Indicators,Fundamental_Data,Financial_News,Social_Media,Sentiment,FinBERT_BERT_RoBERTa,LLM_FinGPT,Multimodal,Fusion,Transformer_Attention,LSTM_GRU,Optimization,Metaheuristic,XAI,Temporal_Validation,Indian_Market,Multi_Stock,Gap_Dimensions_Evidenced
M-2253,A HYBRID MULTI-GARCH TRANSFORMER MODEL FOR STOCK PRICE VOLATILITY FORECASTING,2026,Communications in Mathematical Biology and Neuroscience,10.28919/cmbn/9834,A_Direct_Methodological_Priority,22,Medium,Price; Return,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Fusion; Transformer_Attention; XAI; Temporal_Validation
M-0387,A multi-stock market trend prediction model based on exponential decomposition and dual-stream networks,2026,Journal of King Saud University - Computer and Information Sciences,10.1007/s44443-026-00551-7,A_Direct_Methodological_Priority,22,Medium,Price; Direction/Movement; Trend,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Technical_Indicators; Transformer_Attention; Temporal_Validation; Multi_Stock
M-0036,Adaptive Model Integration for Stock Price Forecasting With CNN-ATTN-BiLSTM,2026,Journal of Forecasting,10.1002/for.70098,A_Direct_Methodological_Priority,22,Medium,Price,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Fundamental_Data; Fusion; Transformer_Attention
M-2172,Automated Hyperparameter Search for Stock Price Forecasting Using GA-Optimized 1D-CNN-LSTM and Technical Indicators,2026,VFAST Transactions on Software Engineering,10.21015/vtse.v14i2.2414,A_Direct_Methodological_Priority,22,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Optimization; Metaheuristic
M-2559,BERT for Stock Trading: Can Large Language Models Predict Long-Term Stock Price Movements?,2026,Journal of Financial Data Science,10.3905/jfds.2025.1.213,A_Direct_Methodological_Priority,22,Medium,Price; Return; Direction/Movement,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Financial_News; FinBERT_BERT_RoBERTa; LLM_FinGPT; Transformer_Attention
M-1236,Financial vision on integrating stock market data and news sentiment,2026,Neurocomputing,10.1016/j.neucom.2026.133531,A_Direct_Methodological_Priority,22,Medium,Trend,Yes,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Financial_News; Sentiment; LLM_FinGPT
M-2788,Integrating ARIMA and GARCH Components within Recurrent Neural Cells for Enhanced Time-Series Prediction,2026,Burapha Science Journal,,A_Direct_Methodological_Priority,22,Medium,Price; Return,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Yes,Yes,Unclear,Unclear,Technical_Indicators; Optimization; XAI; Temporal_Validation
M-1962,Is the financial market efficient? An advanced time series analysis,2026,Financial Innovation,10.1186/s40854-025-00856-y,A_Direct_Methodological_Priority,22,Medium,Price; Direction/Movement,Yes,Yes,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Sentiment; FinBERT_BERT_RoBERTa
M-2501,Machine Learning-Based Stock Return Prediction: Evidence from the Saudi Arabian Stock Market (Tadawul),2026,Mathematics,10.3390/math14173161,A_Direct_Methodological_Priority,22,Medium,Return,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Yes,Technical_Indicators; XAI; Temporal_Validation; Multi_Stock
M-0444,"Multi-step stock price prediction using optimized neural network architectures: A comprehensive analysis with feature engineering, dynamic configuration selection, and hybrid deep learning validation",2026,Array,10.1016/j.array.2026.100851,A_Direct_Methodological_Priority,22,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Technical_Indicators; Optimization; Temporal_Validation
M-0208,"Penalized Logistic Regressions with Technical Indicators, Fundamental Indicators and Sentiment Indicators Predict Weekly Stock Up or Down Trends",2026,Computational Economics,10.1007/s10614-025-11286-4,A_Direct_Methodological_Priority,22,High,Price; Direction/Movement,Unclear,Yes,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Fundamental_Data; Sentiment
M-1897,Semantic Graph Based Learning for Trend Prediction from Long Financial Documents,2026,ACM Transactions on Management Information Systems,10.1145/3810185,A_Direct_Methodological_Priority,22,High,Price; Direction/Movement; Trend,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Fundamental_Data; Financial_News; XAI
M-0828,Stock price trend forecasting based on multi-channel complementary network with CEEMDAN decomposition and transformer residual prediction,2026,Expert Systems with Applications,10.1016/j.eswa.2025.130028,A_Direct_Methodological_Priority,22,Medium,Price; Direction/Movement; Trend,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Fundamental_Data; Fusion; Transformer_Attention
M-1597,The sentiment-size nexus: how financial news drives forecasting power across market caps,2026,Journal of Business Analytics,10.1080/2573234x.2025.2552440,A_Direct_Methodological_Priority,22,High,Price,Yes,Unclear,Yes,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Fundamental_Data; Financial_News; Sentiment; Indian_Market
M-1713,A Multi-Modal Approach Using a Hybrid Vision Transformer and Temporal Fusion Transformer Model for Stock Price Movement Classification,2025,IEEE Access,10.1109/access.2025.3589063,A_Direct_Methodological_Priority,22,High,Price; Direction/Movement,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Multimodal; Fusion; Transformer_Attention; Indian_Market
M-0337,Bio-Inspired deep learning framework for stock prices prediction using autoencoder-compressed LSTM and MOSHO,2025,International Journal of Information Technology (Singapore),10.1007/s41870-025-03033-7,A_Direct_Methodological_Priority,22,Medium,Price; Trend,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Optimization; Metaheuristic
M-2630,Decoding Real Estate Stock Prices in Emerging Markets: An Explainable AI-Enhanced Fuzzy Logic and Machine Learning Framework,2025,Chaos Theory and Applications,10.51537/chaos.1685791,A_Direct_Methodological_Priority,22,Medium,Price,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Fundamental_Data; Metaheuristic; XAI
M-1365,Deep learning-based stock market prediction using historical price and topic-distributed news sentiment,2025,Procedia Computer Science,10.1016/j.procs.2025.09.030,A_Direct_Methodological_Priority,22,Medium,Price,Yes,Unclear,Unclear,Yes,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Financial_News; Sentiment; FinBERT_BERT_RoBERTa
M-0128,Dynamic fusion of multi-source heterogeneous data using MOE mechanism for stock prediction,2025,Applied Intelligence,10.1007/s10489-025-06330-7,A_Direct_Methodological_Priority,22,High,Price; Direction/Movement; Trend,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Financial_News; Multimodal; Fusion
M-1270,Enhancing stock market return predictability by using a novel autoencoder-based aggregate EPU index,2025,Pacific Basin Finance Journal,10.1016/j.pacfin.2025.102873,A_Direct_Methodological_Priority,22,High,Return,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Fundamental_Data; Sentiment; Temporal_Validation
M-2022,Enhancing stock timing predictions based on multimodal architecture: Leveraging large language models (LLMs) for text quality improvement,2025,PLOS ONE,10.1371/journal.pone.0326034,A_Direct_Methodological_Priority,22,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; LLM_FinGPT; Multimodal
M-1541,FFIR-Net: a feature fusion and inter-stock relationship network for stock price movement prediction,2025,International Journal of General Systems,10.1080/03081079.2025.2590080,A_Direct_Methodological_Priority,22,High,Price; Direction/Movement,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Sentiment; Multimodal; Fusion
M-1146,Improved LSTM hyperparameters alongside sentiment walk-forward validation for time series prediction,2025,"Journal of Open Innovation: Technology, Market, and Complexity",10.1016/j.joitmc.2024.100458,A_Direct_Methodological_Priority,22,Medium,Price,Yes,Yes,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Technical_Indicators; Sentiment; Temporal_Validation
M-0105,Improving Real Estate Investment Trusts (REITs) time-series prediction accuracy using machine learning and technical analysis indicators,2025,Artificial Intelligence Review,10.1007/s10462-024-11037-1,A_Direct_Methodological_Priority,22,Medium,Price,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Technical_Indicators; Metaheuristic; XAI
M-2519,Intraday and Post-Market Investor Sentiment for Stock Price Prediction: A Deep Learning Framework with Explainability and Quantitative Trading Strategy,2025,Systems,10.3390/systems13050390,A_Direct_Methodological_Priority,22,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Technical_Indicators; Sentiment; XAI
M-0129,Leveraging BiLSTM-GAT for enhanced stock market prediction: a dual-graph approach to portfolio optimization,2025,Applied Intelligence,10.1007/s10489-025-06462-w,A_Direct_Methodological_Priority,22,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Technical_Indicators; Transformer_Attention; Optimization; Multi_Stock
M-2219,LLM-Based multi-agent system for individual investment in energy and natural resources,2025,International Journal of Electronics and Telecommunications,10.24425/ijet.2025.153538,A_Direct_Methodological_Priority,22,High,Price,Unclear,Yes,Yes,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Fundamental_Data; Sentiment; LLM_FinGPT
M-1818,Pleno-Alignment Framework for Stock Trend Prediction,2025,IEEE Transactions on Neural Networks and Learning Systems,10.1109/tnnls.2025.3561811,A_Direct_Methodological_Priority,22,High,Trend,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Sentiment; Multimodal; Fusion
M-1496,RCSAN residual enhanced channel spatial attention network for stock price forecasting,2025,Scientific Reports,10.1038/s41598-025-06885-y,A_Direct_Methodological_Priority,22,Medium,Price,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Technical_Indicators; Fusion; Transformer_Attention; Multi_Stock
M-0877,Selective news selection model for explainable stock prediction via cross-attention integration,2025,Finance Research Letters,10.1016/j.frl.2025.108146,A_Direct_Methodological_Priority,22,Medium,Price,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Financial_News; Fusion; XAI; Multi_Stock
M-0311,Stock Prices Forecasting by Using a Novel Hybrid Method Based on the MFO-Optimized GRU Network,2025,Annals of Data Science,10.1007/s40745-025-00616-w,A_Direct_Methodological_Priority,22,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Optimization; Metaheuristic
M-0932,Stock return predictability in the frequency domain,2025,International Journal of Forecasting,10.1016/j.ijforecast.2024.11.007,A_Direct_Methodological_Priority,22,High,Return,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Fundamental_Data; Sentiment; Temporal_Validation
M-2604,Stock Trend Prediction Using Multi-attention Network on Domain-specific and Domain-general Features in News Headline,2025,Pertanika Journal of Science and Technology,10.47836/pjst.33.2.13,A_Direct_Methodological_Priority,22,Medium,Price; Trend,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Financial_News; Sentiment; FinBERT_BERT_RoBERTa
M-2009,Causality-driven multivariate stock movement forecasting,2024,PLoS ONE,10.1371/journal.pone.0302197,A_Direct_Methodological_Priority,22,Medium,Price; Return; Direction/Movement,Yes,Unclear,Unclear,Yes,Unclear,Yes,Yes,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Financial_News; Sentiment; FinBERT_BERT_RoBERTa; Fusion; Transformer_Attention
M-1329,Comparative research on multi-source heterogeneous data fusion technologies,2024,Procedia Computer Science,10.1016/j.procs.2024.08.198,A_Direct_Methodological_Priority,22,High,Price; Trend,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Financial_News; Multimodal; Fusion
M-0353,Design and Development of Artificial Intelligence Framework to Forecast the Security Index Direction and Value in Fusion with Sentiment Analysis of Financial News,2024,SN Computer Science,10.1007/s42979-024-03143-2,A_Direct_Methodological_Priority,22,Medium,Price; Trend,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Financial_News; Sentiment; Fusion; Indian_Market
M-1118,Enhanced stock price prediction with optimized ensemble modeling using multi-source heterogeneous data: Integrating LSTM attention mechanism and multidimensional gray model,2024,Journal of Industrial Information Integration,10.1016/j.jii.2024.100711,A_Direct_Methodological_Priority,22,Medium,Price,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Multimodal; Transformer_Attention; Optimization
M-1695,Enhancing Stock Price Forecasting with a Hybrid SES-DA-BiLSTM-BO Model: Superior Accuracy in High-Frequency Financial Data Analysis,2024,IEEE Access,10.1109/access.2024.3502175,A_Direct_Methodological_Priority,22,Medium,Price; Trend,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Yes,Unclear,Unclear,Unclear,Yes,Unclear,Technical_Indicators; Transformer_Attention; Optimization; Indian_Market
M-1691,Ensemble Forecasting of Stock Prices using Multidimensional Grey Model and ATT-LSTM with Multi-source Heterogeneous Data,2024,IEEE Access,10.1109/access.2024.3475217,A_Direct_Methodological_Priority,22,Medium,Price,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Multimodal; Transformer_Attention; Optimization
M-0561,Explainable hybrid quantum neural networks for analyzing the influence of tweets on stock price prediction,2024,Computers and Electrical Engineering,10.1016/j.compeleceng.2024.109302,A_Direct_Methodological_Priority,22,Medium,Price,Yes,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Sentiment; Transformer_Attention; Metaheuristic; XAI
M-0253,Forecasting stock market returns using deep learning and time series techniques: a comparative and empirical study using technical indicators,2024,Multimedia Tools and Applications,10.1007/s11042-024-20321-9,A_Direct_Methodological_Priority,22,Medium,Price; Return,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Technical_Indicators; XAI; Temporal_Validation
M-1489,Forecasting stock prices changes using long-short term memory neural network with symbolic genetic programming,2024,Scientific Reports,10.1038/s41598-023-50783-0,A_Direct_Methodological_Priority,22,High,Price; Return,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Technical_Indicators; Fundamental_Data; Multi_Stock
M-0011,Forecasting stock returns with industry volatility concentration,2024,Journal of Forecasting,10.1002/for.3150,A_Direct_Methodological_Priority,22,High,Return,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Fundamental_Data; Sentiment; Temporal_Validation
M-1698,Fusion of Technical Indicators and Sentiment Analysis in a Hybrid Framework of Deep Learning Models for Stock Price Movement Prediction,2024,IEEE Access,10.1109/access.2024.3519556,A_Direct_Methodological_Priority,22,Medium,Price; Direction/Movement,Yes,Yes,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Sentiment; Fusion
M-0382,Multivariate Bayesian Time-Series Model with Multi-temporal Convolution Network for Forecasting Stock Market During COVID-19 Pandemic,2024,International Journal of Computational Intelligence Systems,10.1007/s44196-024-00525-5,A_Direct_Methodological_Priority,22,Medium,Price; Direction/Movement; Trend,Yes,Unclear,Unclear,Unclear,Yes,Yes,Yes,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Sentiment; FinBERT_BERT_RoBERTa; Transformer_Attention; Indian_Market
M-0765,Stock price prediction for new energy vehicle companies based on multi-source data and hybrid attention structure,2024,Expert Systems with Applications,10.1016/j.eswa.2024.124787,A_Direct_Methodological_Priority,22,Medium,Price,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Financial_News; Multimodal; Transformer_Attention
M-2804,Stock Trend Prediction Assisted by Automatically Defined Polarity Scores of News Articles,2024,Journal of Information Science and Engineering,,A_Direct_Methodological_Priority,22,Medium,Price; Direction/Movement; Trend,Yes,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Financial_News; Sentiment; XAI
M-2208,Utilising AI Models to Analyse the Relationship between Battlefield Developments in the Russian-Ukrainian War and Fluctuations in Stock Market Values,2024,Forum Scientiae Oeconomia,10.23762/fso_vol12_no4_5,A_Direct_Methodological_Priority,22,Medium,Price,Yes,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Financial_News; Sentiment; Optimization
M-0367,A Hybrid MLP-Based Framework for Stock Price Prediction Using Technical Indicators,2026,Operations Research Forum,10.1007/s43069-026-00635-0,A_Direct_Methodological_Priority,21,Medium,Price,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Technical_Indicators; XAI; Indian_Market
M-2216,AI talk–action gaps and ESG rating sensitivity: Evidence from Chinese A-share firms,2026,Oeconomia Copernicana,10.24136/oc.4220,A_Direct_Methodological_Priority,21,High,Return,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Fundamental_Data; Financial_News; Multi_Stock
M-1197,Comparing model-specific and model-agnostic features importance methods using machine learning with technical indicators: A NASDAQ sector-based study,2026,Machine Learning with Applications,10.1016/j.mlwa.2025.100799,A_Direct_Methodological_Priority,21,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Technical_Indicators; Optimization; XAI
M-0227,CVRA: Asset Pricing via the Conditional Variational Recurrent Autoencoder in Asian Market,2026,Asia-Pacific Financial Markets,10.1007/s10690-026-09607-0,A_Direct_Methodological_Priority,21,Medium,Return,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Fundamental_Data; XAI
M-0101,Deep prediction on financial market sequence for enhancing economic policies,2026,Decisions in Economics and Finance,10.1007/s10203-024-00488-4,A_Direct_Methodological_Priority,21,Medium,Price,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Fundamental_Data; Optimization; Metaheuristic
M-2265,ENHANCING LQ45 STOCK PRICE FORECASTING USING LSTM MODEL,2026,Barekeng,10.30598/barekengvol20iss1pp0427-0438,A_Direct_Methodological_Priority,21,High,Price,Yes,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Fundamental_Data; Sentiment
M-0261,Forecasting stock markets in the MENA region: ARIMAX and ensemble machine learning models with SHAP interpretability,2026,Quality and Quantity,10.1007/s11135-025-02395-1,A_Direct_Methodological_Priority,21,Medium,Trend,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Technical_Indicators; Optimization; XAI
M-2609,From curiosity to confidence: exploring investor behaviour in the age of generative AI,2026,Information Research,10.47989/ir31261271,A_Direct_Methodological_Priority,21,High,Price,Unclear,Unclear,Yes,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Fundamental_Data; Financial_News; Sentiment; Indian_Market
M-2708,"Intelligent Stock Market Recommender Systems: A Review of Predictive Models, LLMs, and Decision Frameworks",2026,Journal of Intelligent Decision Making and Information Science,10.59543/jidmis.v3.1455,A_Direct_Methodological_Priority,21,Medium,Trend,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Sentiment; LLM_FinGPT; Fusion; XAI
M-0029,Leveraging an Integrated First and Second Moments Modeling Approach for Optimal Trading Strategies: Evidence From the Indian Pharma Sector in the Pre- and Post-COVID-19 Era,2026,Journal of Forecasting,10.1002/for.70046,A_Direct_Methodological_Priority,21,High,Price; Direction/Movement; Trend,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Technical_Indicators; Fundamental_Data; Indian_Market
M-2512,Textual Sentiment and Financial Market Dynamics: Econometric Evidence from Eastern Europe’s Green and Digital Transition,2026,Sustainability (Switzerland),10.3390/su18179177,A_Direct_Methodological_Priority,21,Medium,Return,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Financial_News; Sentiment; FinBERT_BERT_RoBERTa; Temporal_Validation
M-1989,A COMPARATIVE ANALYSIS OF TREE-BASED ENSEMBLES AND DEEP LEARNING FOR EQUITY PRICE FORECASTING USING FEATURE-ENGINEERED ADVANCE TECHNICAL INDICATORS,2025,International Journal of Applied Mathematics,10.12732/ijam.v38i2s.124,A_Direct_Methodological_Priority,21,Medium,Price,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Technical_Indicators; Temporal_Validation; Indian_Market
M-2274,A Hybrid Framework for Stock-Market Prediction Using COVID-19 Tweets through Nature-Inspired Algorithms and Machine Learning,2025,Decision Making: Applications in Management and Engineering,10.31081/dmame8220251600,A_Direct_Methodological_Priority,21,Medium,Price; Direction/Movement,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Sentiment; Optimization; Metaheuristic
M-1439,An attention-guided hybrid statistical and deep learning modeling for enhanced time series forecasting: A case study of South African telecommunication companies,2025,Scientific African,10.1016/j.sciaf.2025.e02950,A_Direct_Methodological_Priority,21,Medium,Price,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Technical_Indicators; Transformer_Attention; Temporal_Validation
M-1429,Comparison of deep learning methods with traditional financial time series models for forecasting the TEPIX index in the Tehran Stock Exchange,2025,Systems and Soft Computing,10.1016/j.sasc.2025.200395,A_Direct_Methodological_Priority,21,High,Price; Trend,Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Technical_Indicators; Fundamental_Data
M-1970,Deep Learning Stock Price Probability Prediction Based on Multi-modal Feature Wavelet Decomposition; [基于多模态特征小波分解的深度学习股价概率预测],2025,Computer Science,10.11896/jsjkx.240600140,A_Direct_Methodological_Priority,21,High,Price,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Multimodal; Fusion
