UID,Title,Authors,Year,Venue,DOI,Abstract,Keywords,Document_Type,Scopus,ScienceDirect,Elicit,Query_Hits,Master_ID,Evidence_Level,Screening_Decision,Exclusion_Code,Exclusion_Reason,Stock_Evidence,Prediction_Evidence,AI_Evidence,NonTarget_Evidence
doi:10.1108/jes-05-2025-0348,Artificial neural networks in forex rate prediction: vetting the past and charting the future using bibliometric analysis,Amit Kumar and Manpreet Kaur and Anil Kumar Mittal,2026,Journal of Economic Studies,10.1108/jes-05-2025-0348,"Purpose The present paper aims to systematically map the research landscape of artificial neural networks (ANNs) in forex rate forecasting by particularly (1) uncovering significant research trends, key players, scientific collaborations, hot topics, emerging themes, and primal knowledge dimensions; and (2) discovering potential areas for future research in the concerned field. Design/methodology/approach To delve deeply into the field, the present study employed the fusion approach of bibliometric analysis (quantitative) and content analysis (qualitative) to analyse 487 articles published in Scopus-indexed journals during 1993–2024. The extracted data was analysed using RStudio (Biblioshiny) and VOSviewer software tools. Findings The analysis revealed the overall upward trend of the research with (1) the proliferation of publications since 2019; (2) China as the most productive country; (3) “Expert Systems with Applications” as the prominent journal; and (4) “exchange rate prediction” and “genetic algorithm” as the trendy areas, whereas “quantitative trading”, “hybrid models”, and “long short-term memory” are the emerging themes of the field. Additionally, model optimization, technical analysis, model hybridization, and modelling data complexity were discovered as the primal knowledge dimensions in the field. Originality/value To the best of the authors' knowledge, the current study is the first that systematically deconstructs the social, conceptual, and intellectual structure of ANN research in forex rate forecasting. Its main contribution lies in equipping (1) researchers with potential areas for future investigations and advancements in the field; and (2) practitioners with means of overcoming modelling challenges and improving the forecasting accuracy of ANNs, thereby enhancing their forecasting-based decision-making capacity.","Bibliometric, Forecasting, Foreign exchange rate, Neural networks",Article,No,Yes,No,SD01; SD02; SD04; SD05,M-1648,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,forecasting; prediction,,exchange rate; foreign exchange; forex
doi:10.1108/jfrc-11-2024-0232,"Systematic and bibliometric reviews of cryptocurrency market regulation: trends, influential contributions, and future directions",Mohammad Zakaria AlQudah and Aurelio F. Bariviera,2026,Journal of Financial Regulation and Compliance,10.1108/jfrc-11-2024-0232,"Purpose This study aims to analyse the academic literature on cryptocurrency regulation using a combined bibliometric and systematic literature review approach, focusing on research trends, influential contributions and thematic clusters from 2018 to 2024. Design/methodology/approach This study reviews 62 journal articles published between 2018 and 2024. A combined bibliometric and systematic literature review approach is used to analyse key articles, journals, authors and countries contributing to the field. Thematic clusters such as crowdfunding, FinTech, blockchain vulnerabilities, Central Bank Digital Currencies (CBDCs) and economic forecasting in developing countries are identified. Findings The analysis reveals emerging trends and significant advancements in cryptocurrency regulation, highlighting key contributors in the field. Thematic clusters show a focus on blockchain vulnerabilities, the rise of CBDCs, and regulatory challenges in developing economies. These themes represent the most pressing areas in cryptocurrency market regulation. Practical implications The findings offer insights for policymakers, researchers and industry practitioners to shape effective regulatory frameworks, addressing critical issues such as blockchain security and central bank digital currencies. Social implications This research contributes to the development of robust regulatory frameworks, promoting market stability and transparency, which will ultimately benefit global financial markets and stakeholders in the cryptocurrency ecosystem. Originality/value To the best of the authors’ knowledge, this study is the first to integrate bibliometric and systematic literature review methods to examine cryptocurrency regulation, providing a comprehensive overview of the research landscape.","Cryptocurrencies, Blockchain, Monetary policy, Digitized world, Global, Regulation, Bibliometrics, G18, K23",Article,No,Yes,No,SD01,M-1651,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,forecasting,,cryptocurrency
doi:10.1108/k-04-2023-0637,"A bibliometric analysis on the application of deep learning in finance: status, development and future directions",Manogna R.L.; Anand A.,2024,Kybernetes,10.1108/k-04-2023-0637,"Purpose: Deep learning (DL) is a new and relatively unexplored field that finds immense applications in many industries, especially ones that must make detailed observations, inferences and predictions based on extensive and scattered datasets. The purpose of this paper is to answer the following questions: (1) To what extent has DL penetrated the research being done in finance? (2) What areas of financial research have applications of DL, and what quality of work has been done in the niches? (3) What areas still need to be explored and have scope for future research? Design/methodology/approach: This paper employs bibliometric analysis, a potent yet simple methodology with numerous applications in literature reviews. This paper focuses on citation analysis, author impacts, relevant and vital journals, co-citation analysis, bibliometric coupling and co-occurrence analysis. The authors collected 693 articles published in 2000–2022 from journals indexed in the Scopus database. Multiple software (VOSviewer, RStudio (biblioshiny) and Excel) were employed to analyze the data. Findings: The findings reveal significant and renowned authors' impact in the field. The analysis indicated that the application of DL in finance has been on an upward track since 2017. The authors find four broad research areas (neural networks and stock market simulations; portfolio optimization and risk management; time series analysis and forecasting; high-frequency trading) with different degrees of intertwining and emerging research topics with the application of DL in finance. This article contributes to the literature by providing a systematic overview of the DL developments, trajectories, objectives and potential future research topics in finance. Research limitations/implications: The findings of this paper act as a guide for literature review for anyone interested in doing research in the intersection of finance and DL. The article also explores multiple areas of research that have yet to be studied to a great extent and have abundant scope. Originality/value: Very few studies have explored the applications of machine learning (ML), namely, DL in finance, which is a much more specialized subset of ML. The authors look at the problem from the aspect of different techniques in DL that have been used in finance. This is the first qualitative (content analysis) and quantitative (bibliometric analysis) assessment of current research on DL in finance. © 2023, Emerald Publishing Limited.",Bibliometric analysis; Co-citation analysis; Deep learning; Financial markets; Keyword analysis; Neural networks; Commerce; Deep learning; Electronic trading; Information analysis; Risk assessment; Risk management; Time series analysis; Bibliometrics analysis; Co-Citation Analysis; Deep learning; Keywords analysis; Literature reviews; Machine-learning; Neural-networks; Prediction-based; Quality of work; Research topics; Financial markets,Article,Yes,No,No,SC01,M-1658,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market,forecasting; prediction,deep learning; machine learning,
doi:10.1142/s0217590825500638,NAVIGATING THE TURBULENCE: A BIBLIOMETRIC STUDY ON THE FRONTIERS OF STOCK MARKET VOLATILITY RESEARCH,Katoch R.; Peer U.A.; Aafreen S.,2026,Singapore Economic Review,10.1142/s0217590825500638,"Bibliometric and scientometric reviews may provide a useful insight into the evolving trends and this study is a comprehensive bibliometric and scientometric review of the stock market volatility (SMV) literature, encompassing 1,945 documents published in 2015–2025. The analysis is a combination of Exploratory Data Analysis (EDA), Citation, Collaboration, topic modeling and similarity network analysis based on the implementation of the latest AI tools, including Embedding Vectors, Topic Modeling and the most popular pyBibX. Unlike the traditional bibliometric research, we apply machine learning models, i.e., Sentence-BERT and BerTopic, to disclose more information about thematic changes, research trends and methodological progress in SMV. We follow the chronicles of meaningful issues such as the GARCH model, financial crises, investor sentiment and the effects of cryptocurrencies, as well as note the growing influence of AI in volatility prediction. The results indicate that the research topic has shifted considerably to the analysis of macroeconomic indicators, sentiment analysis and the development of digital assets. The geographical location of research has also been unveiled in our study, where the United States, the United Kingdom, China and India have a significant contribution. © 2026 World Scientific Publishing Company.",AI integration; bibliometrics; natural language processing; predictive modeling; pyBibX; scientometrics; Stock market volatility; text summarization,Article,Yes,No,No,SC01,M-1857,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market,prediction,bert; machine learning,volatility prediction
doi:10.1142/s1793993324500091,Classification for Dividend Payout in Vietnam Stock Exchange Market: A Comparative Review of Machine Learning Algorithms,Thanh C.N.; Huy T.P.,2024,"Journal of International Commerce, Economics and Policy",10.1142/s1793993324500091,"This study explores the application of machine learning models to predict dividend payouts for publicly listed companies in the Vietnamese stock market. The authors compared various machine learning algorithms to identify the most suitable one for this task. Based on our evaluation, the test shows that the Random Forest algorithm outperformed other methods in terms of accuracy, F1 score, and time efficiency. Furthermore, we analyzed the feature's importance to understand the key factors driving dividend payouts. The results can help investors, managers, and government agencies make informed decisions and improve financial market transparency. The study also highlights the potential of using machine learning algorithms to automate and enhance the credit rating process, leading to more accurate and real-time assessments of business creditworthiness in Vietnam. © 2024 World Scientific Publishing Company.",Dividend payout; machine learning; Vietnam,Article,Yes,No,No,SC01,M-1883,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market,predict,machine learning; random forest,
doi:10.1145/3696411,A Systematic Review on Graph Neural Network-based Methods for Stock Market Forecasting,Patel M.; Jariwala K.; Chattopadhyay C.,2024,ACM Computing Surveys,10.1145/3696411,"Financial technology (FinTech) is a field that uses artificial intelligence to automate financial services. One area of FinTech is stock analysis, which aims to predict future stock prices to develop investment strategies that maximize profits. Traditional methods of stock market prediction, such as time series analysis and machine learning, struggle to handle the non-linear, chaotic, and sudden changes in stock data and may not consider the interdependence between stocks. Recently, graph neural networks (GNNs) have been used in stock market forecasting to improve prediction accuracy by incorporating the interconnectedness of the market. GNNs can process non-Euclidean data in the form of a knowledge graph. However, financial knowledge graphs can have dynamic and complex interactions, which can be challenging for graph modeling technologies. This work presents a systematic review of graph-based approaches for stock market forecasting. This review covers different types of stock analysis tasks (classification, regression, and stock recommendation), a generalized framework for solving these tasks, and a review of various features, datasets, graph models, and evaluation metrics used in the stock market. The results of various studies are analyzed, and future directions for research are highlighted. © 2024 Copyright held by the owner/author(s). Publication rights licensed to ACM.",Graph neural networks; non-euclidean data; relational modeling; stock market forecasting; temporal and spatial dimension; Graph neural networks; Graph neural networks; Non-Euclidean; Non-euclidean data; Relational modeling; Spatial dimension; Stock analysis; Stock market forecasting; Systematic Review; Temporal and spatial; Temporal dimensions; Marketplaces,Review,Yes,No,No,SC01,M-1886,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market,forecasting; predict; prediction,artificial intelligence; graph neural; machine learning; neural network,
doi:10.1177/00368504241236557,A bibliometric literature review of stock price forecasting: From statistical model to deep learning approach,Vuong P.H.; Phu L.H.; Van Nguyen T.H.; Duy L.N.; Bao P.T.; Trinh T.D.,2024,Science Progress,10.1177/00368504241236557,"We introduce a comprehensive analysis of several approaches used in stock price forecasting, including statistical, machine learning, and deep learning models. The advantages and limitations of these models are discussed to provide an insight into stock price forecasting. Traditional statistical methods, such as the autoregressive integrated moving average and its variants, are recognized for their efficiency, but they also have some limitations in addressing non-linear problems and providing long-term forecasts. Machine learning approaches, including algorithms such as artificial neural networks and random forests, are praised for their ability to grasp non-linear information without depending on stochastic data or economic theory. Moreover, deep learning approaches, such as convolutional neural networks and recurrent neural networks, can deal with complex patterns in stock prices. Additionally, this study further investigates hybrid models, combining various approaches to explore their strengths and counterbalance individual weaknesses, thereby enhancing predictive accuracy. By presenting a detailed review of various studies and methods, this study illuminates the direction of stock price forecasting and highlights potential approaches for further studies refining the stock price forecasting models. © The Author(s) 2024.",Autoregressive integrated moving average; deep learning; hybrid model; machine learning; stock price forecasting; algorithm; artificial neural network; bibliometrics; convolutional neural network; deep learning; forecasting; human; machine learning; predictive model; price; random forest; recurrent neural network; review; statistical analysis; statistical model,Review,Yes,No,No,SC01,M-1929,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock price,forecasting,convolutional; deep learning; hybrid model; machine learning; neural network; random forest; recurrent neural,
doi:10.14569/ijacsa.2026.0170321,Integrating Heterogeneous Data for Stock Market Prediction: A Systematic Literature Review,Almusned A.; Hassan M.M.; Alkhamees B.; Al-Qurishi M.,2026,International Journal of Advanced Computer Science and Applications,10.14569/ijacsa.2026.0170321,"—This systematic literature review examines recent developments in stock market prediction using heterogeneous data sources that combine technical indicators, fundamental attributes, and sentiment-driven signals. Despite the growing adoption of machine learning in financial forecasting, existing research remains fragmented across data modalities, fusion strategies, and evaluation protocols, limiting comparability and practical applicability. Studies published between 2018 and 2024 were retrieved from five major scholarly databases and screened based on predefined eligibility criteria, resulting in 44 peer-reviewed articles included in the final analysis. The review synthesizes the quantitative and qualitative data modalities employed, the machine learning and deep learning methodologies adopted, the evaluation metrics used to assess predictive performance, and the principal challenges associated with multi-source stock market prediction. Findings reveal a clear shift toward deep learning architectures, hybrid fusion techniques, and the integration of external information such as news, corporate disclosures, and social media sentiment. Despite this progress, the literature exhibits inconsistent evaluation practices, limited attention to temporal data leakage, and insufficient coverage of non-English and emerging markets. This review consolidates current knowledge, presents a structured taxonomy of heterogeneous data sources and fusion strategies, and identifies open research challenges to guide future work in multimodal stock market prediction. © (2026), (Science and Information Organization). All rights reserved.",heterogeneous data; machine learning; quantitative and qualitative data; Stock prediction; systematic review; Commerce; Data integration; Deep learning; Electronic trading; Financial markets; Forecasting; Information fusion; Information leakage; Reviews; Fusion strategies; Heterogeneous data; Heterogeneous data sources; Machine-learning; Qualitative data; Quantitative data; Stock market prediction; Stock predictions; Systematic literature review; Systematic Review; Learning systems,Article,Yes,No,Yes,EL08; SC01; SC02,M-2081,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market; stock prediction,forecasting; prediction,attention; deep learning; machine learning,
doi:10.1504/ijtgm.2025.148622,Geopolitical risks and financial markets: a 27-year bibliometric study of global financial trends,Kumar K.; Singh B.,2025,International Journal of Trade and Global Markets,10.1504/ijtgm.2025.148622,"The present research conducts a thorough bibliometric examination of the correlation between geopolitical risks and financial markets between 1997 and 2024. The analysis is conducted using R studio and VOSViewer, with data sourced from Scopus and Web of Science (WoS) databases. The research output has a yearly growth rate of 19.58%, showing significant increase in scholarly interest in this topic. Resources Policy and Energy Economics have made significant contributions in understanding the interplay between geopolitical risk and market volatility. China and India emerged as leaders in the global research collaborations. Thematic evolution reflects a shift from early concerns about financial crises and stock market volatility to recent issues such as climate policy uncertainty and clean energy. Looking ahead, future research should explore new-age risks like cyber warfare and pandemics, with integrating machine learning techniques to enhance the predictive analyses of geopolitical risks on financial markets. Copyright © 2025 Inderscience Enterprises Ltd.",bibliometric analysis; biblioshiny; financial markets; geopolitical risk; market volatility; RStudio,Article,Yes,No,No,SC01,M-2111,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market,,machine learning,
doi:10.21511/imfi.21(1).2024.21,NAVIGATING THE TECHNICAL ANALYSIS IN STOCK MARKETS: INSIGHTS FROM BIBLIOMETRIC AND TOPIC MODELING APPROACHES,Inani S.K.; Pradhan H.; Kumar S.; Biswas B.,2024,Investment Management and Financial Innovations,10.21511/imfi.21(1).2024.21,"In stock markets, technical analysis plays a vital role by offering valuable insights into price trends, patterns, and anticipated market movements, aiding investors in making well-informed decisions. This study employs bibliometric and topic modelling approaches on 589 English-language journal articles indexed in Scopus in the last two decades (from 2003 to 2023), exclusively focusing on technical analysis in stock markets. The keyword co-occurrence analysis identifies five topic clusters. The application of structural topic modelling also unravels five prominent thematic clusters, namely pattern-based forecasting, rule-based trading, algorithmic trading, techno-fundamental trading, and machine learning & sentiment analysis. The topic of pattern-based forecasting involves researching the application of various patterns or models to predict stock prices. Rule-based trading concentrates on utilizing technical analysis tools to generate buy and sell signals, aiming for profitability. The algorithmic trading cluster explores the use of algorithms to systematically execute buy and sell actions, especially in high-frequency trading scenarios. Techno-fundamental trading investigates the integration of both fundamental and technical analysis in trading and investment decisions. Lastly, machine learning & sentiment analysis focus on applying advanced machine learning techniques and sentiment analysis for predicting stock prices, highlighting the use of sophisticated methods in this domain. The three predominant topics in the dataset are “rule-based trading,” “machine learning & sentiment analysis,” and “algorithmic trading” constituting 26.79%, 23.52%, and 21.11% of the dataset, respectively. These findings underscore the prominence and significance of these themes within the context of the research domain. © Sarveshwar Kumar Inani, Harsh Pradhan, Surender Kumar, Baidyanath Biswas, 2024.",bibliometric analysis; structural topic model; technical analysis; thematic analysis; VOSviewer,Article,Yes,No,No,SC01,M-2175,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,forecasting; predict,machine learning,
doi:10.23939/mmc2026.02.433,Predicting the Moroccan Stock Market: A Systematic Review and Critical Analysis of a Fragmented Field; [Прогнозування марокканського фондового ринку: систематичний огляд та критичний аналiз фрагментованої сфери],El Badaoui M.; Raouyane B.; El Moumen S.; Bellafkih M.,2026,Mathematical Modeling and Computing,10.23939/mmc2026.02.433,"This paper provides a systematic and critical review of stock market forecasting of the Moroccan emerging financial market, analyzing a comprehensive corpus of 41 academic studies published between 2012 and 2025. The review maps the field’s evolution, revealing a paradigm shift towards machine learning (ML), with 75.6% of studies published since 2020. The qualitative synthesis reveals a “performance paradox”: despite the methodological sophistication, traditional econometric models often outperform complex AI models in key tasks like volatility forecasting. The primary contribution of this review is the quantitative identification of a systemic methodological fragmentation: a critical lack of standardized performance reporting, with only 7 of 41 studies (17.1%) providing a comparable R2 metric. This reporting gap makes a robust quantitative meta-analysis currently infeasible and hinders the verifiable progress of the field. The review shows that for this field to advance, developing new algorithms is not the most urgent task. Instead, researchers must adopt strict, common standards for validating and reporting results, which is essential to make studies comparable and reproducible. © 2026 Lviv Polytechnic National University.",machine learning; methodological standardization; Moroccan stock market; performance paradox; stock market forecasting; systematic review,Article,Yes,No,No,SC01,M-2213,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market,forecasting,machine learning,volatility forecasting
doi:10.31763/ijrcs.v4i3.1489,Capability of Hybrid Long Short-Term Memory in Stock Price Prediction: A Comprehensive Literature Review,Furizal; Ma’Arif A.; Firdaus A.A.; Suwarno I.,2024,International Journal of Robotics and Control Systems,10.31763/ijrcs.v4i3.1489,"Stocks are financial instruments representing ownership in a company. They provide holders with rights to a portion of the company's assets and earnings. The stock market serves as a means for companies to raise capital. By selling shares to the public, companies can obtain funds needed for expansion, research and development, as well as various other investments. Though significant, predicting stock prices poses a challenge for investors due to their unpredictable nature. Stock price prediction is also an intriguing topic in finance and economics due to its potential for significant financial gains. However, manually predicting stock prices is complex and requires in-depth analysis of various factors influencing stock price movements. Moreover, human limitations in processing and interpreting information quickly can lead to prediction errors, while psychological factors such as bias and emotion can also affect investment decisions, reducing prediction objectivity and accuracy. Therefore, machine processing methods become an alternative to expedite and reduce errors in processing large amounts of data. This study attempts to review one of the commonly used prediction algorithms in time series forecasting, namely hybrid LSTM. This approach combines the LSTM model with other methods such as optimization algorithms, statistical techniques, or feature processing to enhance the accuracy of stock price prediction. The results of this literature review indicate that the hybrid LSTM method in stock price prediction shows promise in improving prediction accuracy. The use of optimization algorithms such as GA, AGA, and APSO has successfully produced models with low RMSE values, indicating minimal prediction errors. However, some methods such as LSTM-EMD and LSTM-RNN-LSTM still require further development to improve their performance. © 2024, Association for Scientific Computing Electronics and Engineering (ASCEE). All rights reserved.",Deep Learning; Hybrid LSTM; Prediction; RNN Method; Stock Price,Article,Yes,No,No,SC01; SC05,M-2283,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market; stock price,forecasting; prediction,deep learning; lstm; rnn,
doi:10.31893/multirev.2024060,Stock market and securities index prediction using artificial intelligence: A systematic review,Singh H.; Malhotra M.,2024,Multidisciplinary Reviews,10.31893/multirev.2024060,"The recognition of the value and importance of recognizing patterns in the stock market is widely accepted. As a result, using innovative decision-making strategies is expected to lead to significant returns in stock prices. Predicting the stock market proves challenging because of the limited volatility and inherent disorderliness observed within the data. Hence, investors need help optimizing their profits through informed predictions in the stock market. Stock market projections are made by employing mathematical approaches and machine learning methods. The stock market is inherently vulnerable to unforeseen changes due to its intricate nature and absence of a linear progression. Since the advent of personal computers and the proliferation of technological advancements in the 1990s, scholars have investigated the application of artificial intelligence in the investment sector. Many solutions have been created to tackle the matter of volatility in stock market prices. This study examined a total of 146 research articles that were published in academic journals over twelve years (2011-2023). These papers focused on applying artificial intelligence in predicting stock market trends. The listed works encompass several methodologies, including technical analysis, fundamental analysis, sentiment analysis, and time series analysis. Every academic field is comprehensively explored, encompassing its initial findings and most recent advancements. Moreover, the existing body of literature suggests a growing focus on this particular sector, with a heightened level of specialization and an expanded range of topics being explored. © 2024, Malque Publishing. All rights reserved.",artificial intelligence; finance forecasting; sentiment analysis; share market; trade forecast,Review,Yes,No,No,SC01,M-2284,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,share market; stock market,forecast; forecasting; prediction,artificial intelligence; machine learning,
doi:10.31893/multirev.2025ss0328,Systematic review of advanced econometric models in predicting stock market price movements,Sharma P.; Ojha V.; Vinoth S.; Homavazir Z.; Tomar P.K.; Biswal S.K.,2025,Multidisciplinary Reviews,10.31893/multirev.2025ss0328,"The prediction of stock market price movements has been an important area of research, given its implications for investors and financial institutions. Despite the growing number of advanced econometric models, challenges persist in achieving consistent and accurate predictions due to the inherent volatility and complexity of financial markets. This systematic review examines different econometric approaches, including AutoRegressive Integrated Moving Average (ARIMA), Machine Learning (ML), Generalized Autoregressive Conditional Heteroskedasticity (GARCH), and Deep Learning (DL) based models, evaluating their efficacy in predicting stock price trends. A comparative analysis is performed to evaluate these models based on their predictive accuracy, compliance with various market conditions, and reliance on different data sources, including market sentiment and macroeconomic indicators. Results imply that while DL algorithms and hybrid approaches display promising predictive capabilities, their efficiency largely depends on data quality, feature selection, and model optimization. Moreover, incorporating real-time data and different data sources, such as social media trends, investor emotion analysis, and news-based indicators, further enhances predictive accuracy. However, challenges such as overfitting, computational complexity, and model generalizability among different market conditions remain significant barriers to practical performance. Additionally, ethical concerns regarding data privacy, bias in algorithms, and market manipulation must be tackled to ensure the responsible use of predictive models in financial markets. In conclusion, while sophisticated econometric models improve stock market prediction accuracy, further refinement is necessary to address existing limitations and develop long-term reliability. Future research should focus on hybrid modeling techniques, explainability in DL, and regulatory considerations to advance more robust and interpretable financial forecasting models. © 2025, Malque Publishing. All rights reserved.",deep learning (DL); financial data; forecasting; machine learning (ML); stock market prediction; time series,Article,Yes,No,No,SC01; SC05,M-2285,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market; stock price,forecasting; prediction,deep learning; machine learning,
doi:10.32479/irmm.19019,Digital Finance and Social Media: A Bibliometric Analysis of Financial Influencers,Renuka T.; Swaminathan U.,2025,International Review of Management and Marketing ,10.32479/irmm.19019,"This study investigates the progressive research landscape concerning financial influencers (“finfluencers”), the impact of social media on investor sentiment, and the incorporation of artificial intelligence (AI) in financial decision-making processes. By employing data derived from the Scopus database, this examination assesses research productivity, citation impact, and thematic trends across 182 scholarly publications spanning from 2012 to 2025. The principal findings reveal an increasing focus on digital financial literacy, behavioural finance, and computational finance, with AI-driven sentiment analysis assuming a pivotal role in stock market forecasting and investment methodologies. The investigation underscores the globalized nature of academic collaborations, highlighting substantial contributions from China, the United Kingdom, India, and the United States. Furthermore, the findings underscore the escalating regulatory scrutiny surrounding financial influencers and the ethical ramifications associated with algorithmic finance. This study recognizes limitations such as dependence on Scopus-indexed documents and the potential for publication biases. Moreover, there is a pressing need for further investigation into the regulatory frameworks governing finfluencers to ensure the provision of responsible financial guidance across digital platforms. It highlights the significance of interdisciplinary research in comprehending the nexus of financial markets, AI, and social media dynamics, thereby laying the groundwork for forthcoming scholarly and policy-oriented dialogues. © 2025 Econjournals. All rights reserved.",Bibliometric Analysis; Digital Financial Literacy; Finfluencers; Investors Behaviour; PRISMA,Article,Yes,No,No,SC01,M-2291,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market,forecasting,artificial intelligence,
doi:10.32604/cmc.2025.066910,Exploring the Effectiveness of Machine Learning and Deep Learning Algorithms for Sentiment Analysis: A Systematic Literature Review,Jungpil Shin and Wahidur Rahman and Tanvir Ahmed and Bakhtiar Mazrur and Md. Mohsin Mia and Romana Idress Ekfa and Md. Sajib Rana and Pankoo Kim,2025,"Computers, Materials and Continua",10.32604/cmc.2025.066910,"Sentiment Analysis, a significant domain within Natural Language Processing (NLP), focuses on extracting and interpreting subjective information—such as emotions, opinions, and attitudes—from textual data. With the increasing volume of user-generated content on social media and digital platforms, sentiment analysis has become essential for deriving actionable insights across various sectors. This study presents a systematic literature review of sentiment analysis methodologies, encompassing traditional machine learning algorithms, lexicon-based approaches, and recent advancements in deep learning techniques. The review follows a structured protocol comprising three phases: planning, execution, and analysis/reporting. During the execution phase, 67 peer-reviewed articles were initially retrieved, with 25 meeting predefined inclusion and exclusion criteria. The analysis phase involved a detailed examination of each study’s methodology, experimental setup, and key contributions. Among the deep learning models evaluated, Long Short-Term Memory (LSTM) networks were identified as the most frequently adopted architecture for sentiment classification tasks. This review highlights current trends, technical challenges, and emerging opportunities in the field, providing valuable guidance for future research and development in applications such as market analysis, public health monitoring, financial forecasting, and crisis management.","Natural Language Processing (NLP), Machine Learning (ML), sentiment analysis, deep learning, textual data",Article,No,Yes,No,SD01; SD05,M-2300,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,forecasting,deep learning; lstm; machine learning,
doi:10.32604/cmes.2026.077765,"A Comprehensive Review of Barnacles Mating Optimizer: Theoretical Foundation, Variants, Applications, and Future Research Directions",Mohammed A. El-Shorbagy and Anas Bouaouda and Fatma A. Hashim,2026,CMES - Computer Modeling in Engineering and Sciences,10.32604/cmes.2026.077765,"As real-world optimization problems become more complex, the development of sophisticated and robust algorithms has become essential. Consequently, researchers are focusing on advanced optimization methods that efficiently explore the feasible solution space. This involves designing new high-performance algorithms or enhancing existing meta-heuristic methods by integrating advanced evolutionary strategies. Barnacles Mating Optimizer (BMO) is an evolutionary-based meta-heuristic algorithm inspired by the mating behavior of barnacles, incorporating Hardy–Weinberg principles and the sperm-cast mechanism. Introduced in 2020, BMO has attracted significant attention and has been successfully applied across diverse fields due to its simple design, ease of implementation, high flexibility, and efficient convergence. Therefore, this review provides an overview and synthesis of studies employing BMO. It begins with an introduction to BMO, describing its natural inspiration and optimization framework, followed by a discussion of its core operational procedures and theoretical foundations. The paper then presents a comprehensive analysis of recent BMO variants, systematically categorizing them into modified, multi-objective, and hybrid versions. It also examines BMO’s diverse real-world applications, including power and control engineering, classification, image processing, wireless networks, forecasting, and signal processing. In addition, an updated performance evaluation of BMO is provided, comparing its effectiveness against recently published algorithms using the CEC2005 benchmark suite. Key strengths of BMO are highlighted, including its ability to balance exploration and exploitation, adaptability across problem domains, and its potential for hybridization with other optimization algorithms. Finally, potential enhancements and future research directions are outlined, including multi-objective variants, integration with deep learning, and parallel or distributed implementations.","Evolutionary algorithms, barnacles mating optimizer, meta-heuristics, engineering optimization, computational intelligence",Article,No,Yes,No,SD01; SD04; SD05,M-2302,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,forecasting,attention; deep learning,
doi:10.3390/ijfs13010028,Towards Economic Sustainability: A Comprehensive Review of Artificial Intelligence and Machine Learning Techniques in Improving the Accuracy of Stock Market Movements,Rezaei A.; Abdellatif I.; Umar A.,2025,International Journal of Financial Studies,10.3390/ijfs13010028,"Accurately predicting stock market movements remains a critical challenge in finance, driven by the increasing role of algorithmic trading and the centrality of financial markets in economic sustainability. This study examines the incorporation of artificial intelligence (AI) and machine learning (ML) technologies to address gaps in identifying predictive factors, integrating diverse data sources, and optimizing methodologies. Employing a systematic review, recent advancements in ML techniques like deep learning, ensemble methods, and neural networks are analyzed, alongside emerging data sources such as traders’ sentiment and real-time economic indicators. Results highlight the potential of unified datasets and adaptive models to enhance prediction accuracy while overcoming market volatility and data heterogeneity. The research underscores the necessity of integrating diverse predictive factors, innovative data sources, and advanced ML techniques to develop robust and adaptable forecasting frameworks. These findings offer valuable insights for academics and financial professionals, paving the way for more reliable and real-time predictive models that can enhance decision-making in dynamic market environments. This study contributes to advancing economic sustainability by proposing methodologies that align with the complexities and rapid evolution of modern financial markets. © 2025 by the authors.",artificial intelligence; deep learning; economic sustainability; financial market analytics; machine learning; predictive modeling; stock market prediction; stock price factors,Review,Yes,No,No,SC01,M-2417,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market; stock price,forecasting; prediction,artificial intelligence; deep learning; machine learning,
